room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
15797423,1556,3344976,Entire home/apt,,Montreal,,Le Sud-Ouest,4,5.0,7,3.0,,105.0,,2017-08-10 08:51:44.307539,45.482959,-73.578172,0101000020E6100000A0DD21C5006552C08927BB99D1BD4640
10857351,1556,14862784,Entire home/apt,,Montreal,,Ville-Marie,4,5.0,4,2.0,,122.0,,2017-08-10 08:51:44.257967,45.49335,-73.577566,0101000020E6100000055262D7F66452C0A5BDC11726BF4640
1272625,1556,6926532,Entire home/apt,,Montreal,,Le Sud-Ouest,58,4.5,6,2.0,,105.0,,2017-08-10 08:51:42.482908,45.480016,-73.587466,0101000020E6100000C460FE0A996552C043C70E2A71BD4640
19430238,1556,2470535,Entire home/apt,,Montreal,,Le Sud-Ouest,2,0.0,6,3.0,,113.0,,2017-08-10 08:51:39.390823,45.479416,-73.58229,0101000020E61000006CB2463D446552C0EE96E4805DBD4640
5076636,1556,15942957,Entire home/apt,,Montreal,,Le Sud-Ouest,2,0.0,4,2.0,,105.0,,2017-08-10 08:51:39.386216,45.477463,-73.57205,0101000020E6100000516B9A779C6452C06806F1811DBD4640
18934668,1556,131993547,Entire home/apt,,Montreal,,Ville-Marie,1,0.0,4,1.0,,109.0,,2017-08-10 08:51:39.362425,45.493843,-73.581574,0101000020E61000000D8D2782386552C0E42D573F36BF4640
12479947,1556,55320221,Entire home/apt,,Montreal,,Le Sud-Ouest,23,5.0,7,3.0,,122.0,,2017-08-10 08:51:39.356289,45.475823,-73.584623,0101000020E6100000525F96766A6552C0A1D79FC4E7BC4640
9708874,1556,37082925,Entire home/apt,,Montreal,,Le Sud-Ouest,2,0.0,4,2.0,,105.0,,2017-08-10 08:51:38.251256,45.485184,-73.57875,0101000020E6100000D7A3703D0A6552C06F4562821ABE4640
13397928,1556,68652221,Entire home/apt,,Montreal,,Le Sud-Ouest,8,5.0,4,2.0,,105.0,,2017-08-10 08:51:38.248360,45.474082,-73.585967,0101000020E61000004162BB7B806552C0A7CF0EB8AEBC4640
13744008,1556,25239133,Entire home/apt,,Montreal,,Ville-Marie,1,0.0,6,2.0,,122.0,,2017-08-10 08:51:38.234569,45.492585,-73.581682,0101000020E610000000AB23473A6552C005C078060DBF4640
20036963,1556,48013451,Entire home/apt,,Montreal,,Ville-Marie,0,0.0,16,3.0,,112.0,,2017-08-10 08:51:36.365475,45.496953,-73.585691,0101000020E6100000F0A31AF67B6552C01553E9279CBF4640
12247561,1556,38459934,Entire home/apt,,Montreal,,Ville-Marie,3,5.0,4,2.0,,113.0,,2017-08-10 08:51:20.338761,45.508066,-73.571143,0101000020E6100000B8955E9B8D6452C0D21A834E08C14640
13156422,1556,12243051,Entire home/apt,,Montreal,,Ville-Marie,15,4.5,4,2.0,,105.0,,2017-08-10 08:51:20.318020,45.501968,-73.579405,0101000020E6100000E388B5F8146552C0BBD1C77C40C04640
13125850,1556,12243051,Entire home/apt,,Montreal,,Ville-Marie,18,5.0,4,2.0,,122.0,,2017-08-10 08:50:33.376850,45.502042,-73.579376,0101000020E61000009605137F146552C0F69B89E942C04640
9964968,1556,12243051,Entire home/apt,,Montreal,,Le Sud-Ouest,11,4.5,4,2.0,,122.0,,2017-08-10 08:50:33.373939,45.476972,-73.577725,0101000020E610000039454772F96452C0CA8D226B0DBD4640
8486171,1556,3739924,Entire home/apt,,Montreal,,Le Sud-Ouest,1,0.0,4,2.0,,110.0,,2017-08-10 08:50:30.044570,45.483115,-73.564233,0101000020E6100000BC94BA641C6452C0809A5AB6D6BD4640
13598231,1556,27038306,Entire home/apt,,Montreal,,Le Sud-Ouest,9,4.0,10,4.0,,105.0,,2017-08-10 08:50:28.284589,45.48731,-73.5796,0101000020E6100000BE30992A186552C0C381902C60BE4640
3094294,1556,15736663,Entire home/apt,,Montreal,,Ville-Marie,10,4.5,2,0.0,,105.0,,2017-08-10 08:50:06.902186,45.504972,-73.562631,0101000020E6100000CF2D7425026452C0A7B228ECA2C04640
3731831,1556,14476859,Entire home/apt,,Montreal,,Ville-Marie,13,4.0,4,1.0,,106.0,,2017-08-10 08:50:06.894810,45.508524,-73.570487,0101000020E6100000C3F2E7DB826452C0959D7E5017C14640
234016,1556,1225123,Entire home/apt,,Montreal,,Verdun,9,5.0,7,3.0,,106.0,,2017-08-10 08:50:06.891619,45.46579,-73.573594,0101000020E6100000A3CB9BC3B56452C0E466B8019FBB4640
7613805,1556,38459934,Entire home/apt,,Montreal,,Ville-Marie,12,4.5,4,2.0,,110.0,,2017-08-10 08:50:06.884818,45.502408,-73.56446,0101000020E61000009CF9D51C206452C0D89FC4E74EC04640
18675205,1556,35443145,Entire home/apt,,Montreal,,Ville-Marie,8,5.0,14,4.0,,122.0,,2017-08-10 08:50:06.881582,45.504144,-73.573993,0101000020E610000082C8224DBC6452C0C03C64CA87C04640
18791976,1556,63153038,Entire home/apt,,Montreal,,Ville-Marie,2,0.0,4,1.0,,105.0,,2017-08-10 08:50:06.876384,45.51024,-73.561704,0101000020E6100000138255F5F26352C0378E588B4FC14640
2615146,1556,8618450,Entire home/apt,,Montreal,,Ville-Marie,1,0.0,4,1.0,,123.0,,2017-08-10 08:50:06.871336,45.51076,-73.561756,0101000020E61000003C1570CFF36352C06F0D6C9560C14640
3869771,1556,250630,Entire home/apt,,Montreal,,Verdun,13,4.5,4,2.0,,113.0,,2017-08-10 08:50:06.865349,45.455039,-73.548818,0101000020E6100000315D88D51F6352C0C8B3CBB73EBA4640
16440611,1556,7733006,Entire home/apt,,Montreal,,Le Sud-Ouest,2,0.0,4,1.0,,122.0,,2017-08-10 08:50:01.469054,45.478156,-73.567165,0101000020E6100000E59B6D6E4C6452C06E313F3734BD4640
19723439,1556,139035023,Entire home/apt,,Montreal,,Verdun,0,0.0,2,1.0,,122.0,,2017-08-10 08:50:00.600916,45.455104,-73.545252,0101000020E61000000805A568E56252C0AF230ED940BA4640
13199844,1556,9400543,Entire home/apt,,Montreal,,Ville-Marie,61,4.5,5,2.0,,122.0,,2017-08-10 08:50:00.597719,45.494529,-73.567909,0101000020E6100000A986FD9E586452C038F6ECB94CBF4640
18486512,1556,128255694,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,25,4.0,12,3.0,,122.0,,2017-08-10 08:49:58.701235,45.506986,-73.576422,0101000020E610000079AC1919E46452C0D2C3D0EAE4C04640
14042740,1556,69630187,Entire home/apt,,Montreal,,Ville-Marie,6,2.5,4,2.0,,122.0,,2017-08-10 08:49:58.698938,45.492482,-73.568159,0101000020E610000065FB90B75C6452C031EF71A609BF4640
18996199,1556,605796,Entire home/apt,,Montreal,,Le Sud-Ouest,0,0.0,4,2.0,,122.0,,2017-08-10 08:49:58.693133,45.488447,-73.569336,0101000020E6100000DF1B4300706452C0276A696E85BE4640
9275370,1556,48171509,Entire home/apt,,Montreal,,Le Sud-Ouest,0,0.0,6,3.0,,122.0,,2017-08-10 08:49:58.684555,45.479336,-73.560108,0101000020E6100000978E39CFD86352C0D2E5CDE15ABD4640
3119119,1556,15736663,Entire home/apt,,Montreal,,Ville-Marie,14,5.0,4,1.0,,113.0,,2017-08-10 08:49:58.673814,45.504886,-73.562798,0101000020E61000004510E7E1046452C0A81ABD1AA0C04640
15531268,1556,704723,Entire home/apt,,Montreal,,Verdun,4,5.0,2,1.0,,117.0,,2017-08-10 08:49:54.860627,45.46492,-73.57364,0101000020E61000005BEB8B84B66452C0CFA0A17F82BB4640
17157989,1556,42862873,Entire home/apt,,Montreal,,Verdun,3,5.0,2,1.0,,122.0,,2017-08-10 08:49:52.844838,45.461626,-73.550169,0101000020E6100000799109F8356352C0DD7D8E8F16BB4640
18794190,1556,9563880,Entire home/apt,,Montreal,,Verdun,6,5.0,8,3.0,,117.0,,2017-08-10 08:49:50.904754,45.455354,-73.568573,0101000020E6100000DF180280636452C0280D350A49BA4640
19594561,1556,79930253,Entire home/apt,,Montreal,,Le Sud-Ouest,2,0.0,4,2.0,,106.0,,2017-08-10 08:49:49.200690,45.480061,-73.57201,0101000020E61000000ABFD4CF9B6452C0E38A8BA372BD4640
12933412,1556,52478562,Entire home/apt,,Montreal,,Ville-Marie,29,4.5,8,2.0,,122.0,,2017-08-10 08:49:45.871053,45.497141,-73.575786,0101000020E6100000A8DF85ADD96452C01840F850A2BF4640
15656590,1556,101059438,Entire home/apt,,Montreal,,Le Sud-Ouest,4,5.0,2,1.0,,122.0,,2017-08-10 08:49:40.843234,45.480569,-73.566819,0101000020E610000017F032C3466452C0583CF54883BD4640
19798100,1556,45370493,Entire home/apt,,Montreal,,Le Sud-Ouest,0,0.0,2,2.0,,122.0,,2017-08-10 08:49:40.835102,45.47569,-73.560944,0101000020E6100000CCB8A981E66352C06284F068E3BC4640
13548914,1556,77993432,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,6,4.0,7,4.0,,112.0,,2017-08-10 08:49:35.914082,45.498981,-73.633201,0101000020E6100000D9B27C5D866852C0A629029CDEBF4640
7993960,1556,23915522,Entire home/apt,,Montreal,,Westmount,0,0.0,4,3.0,,122.0,,2017-08-10 08:49:34.410796,45.489451,-73.593019,0101000020E610000006BAF605F46552C04CFF9254A6BE4640
4428422,1556,22989296,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,0,0.0,2,1.0,,122.0,,2017-08-10 08:49:34.405401,45.493843,-73.60954,0101000020E6100000A5660FB4026752C0E42D573F36BF4640
7064507,1556,37041364,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,0,0.0,8,4.0,,122.0,,2017-08-10 08:49:34.396038,45.491595,-73.642585,0101000020E61000009CF9D51C206952C045F0BF95ECBE4640
13065173,1556,1647923,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,4,5.0,2,1.0,,110.0,,2017-08-10 08:49:33.507048,45.497467,-73.626449,0101000020E610000029E78BBD176852C06CEBA7FFACBF4640
14012981,1556,83791200,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,2,0.0,7,3.0,,114.0,,2017-08-10 08:49:33.489589,45.488072,-73.626732,0101000020E6100000D4D688601C6852C0F20BAF2479BE4640
12903470,1556,12243051,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,4,4.5,6,3.0,,113.0,,2017-08-10 08:49:31.699792,45.495736,-73.630189,0101000020E610000022533E04556852C095B9F94674BF4640
198109,1556,966575,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,50,4.5,7,3.0,,122.0,,2017-08-10 08:49:31.694975,45.496042,-73.637422,0101000020E61000000FF0A485CB6852C0A2B8E34D7EBF4640
10496943,1556,50080940,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,7,5.0,4,1.0,,104.0,,2017-08-10 08:49:31.682026,45.499017,-73.625652,0101000020E610000054ABAFAE0A6852C0F392FFC9DFBF4640
6545059,1556,16441080,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,8,3.5,6,3.0,,122.0,,2017-08-10 08:49:31.678287,45.508209,-73.630206,0101000020E61000008DEF8B4B556852C0354415FE0CC14640
7322256,1556,38260272,Entire home/apt,,Montreal,,Outremont,15,5.0,5,2.0,,110.0,,2017-08-10 08:49:31.675928,45.520837,-73.613103,0101000020E610000016855D143D6752C0FCC56CC9AAC24640
867446,1556,966575,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,46,4.5,7,3.0,,122.0,,2017-08-10 08:49:29.914899,45.496945,-73.638598,0101000020E6100000A05225CADE6852C09274CDE49BBF4640
19017053,1556,131951688,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,0,0.0,4,1.0,,122.0,,2017-08-10 08:49:28.224105,45.495332,-73.616035,0101000020E61000003F8C101E6D6752C0C554FA0967BF4640
7132579,1556,16441080,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,15,4.5,6,3.0,,122.0,,2017-08-10 08:49:28.203407,45.507194,-73.630017,0101000020E610000023BBD232526852C01C5DA5BBEBC04640
19985589,1556,72598993,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,0,0.0,3,2.0,,122.0,,2017-08-10 08:49:25.435949,45.50118,-73.626525,0101000020E6100000174850FC186852C063B48EAA26C04640
19940113,1556,137189045,Entire home/apt,,Montreal,,Côte-des-Neiges-Notre-Dame-de-Grâce,1,0.0,5,3.0,,106.0,,2017-08-10 08:49:25.433247,45.495538,-73.617084,0101000020E6100000A2B8E34D7E6752C06FF607CA6DBF4640
15838662,1556,89728414,Entire home/apt,,Montreal,,Le Sud-Ouest,17,4.5,7,3.0,,114.0,,2017-08-10 08:49:22.732773,45.481802,-73.576217,0101000020E61000008D9944BDE06452C0DE921CB0ABBD4640
19195386,1556,134278648,Entire home/apt,,Montreal,,Ville-Marie,1,0.0,2,1.0,,122.0,,2017-08-10 08:49:22.729025,45.496367,-73.57946,0101000020E6100000C55565DF156552C025E82FF488BF4640
15148302,1556,10573165,Entire home/apt,,Montreal,,Ville-Marie,0,0.0,4,1.0,,105.0,,2017-08-10 08:49:22.726103,45.500143,-73.580663,0101000020E6100000D3BF2495296552C0632992AF04C04640
8797627,1556,36608381,Entire home/apt,,Montreal,,Ville-Marie,10,4.5,5,1.0,,122.0,,2017-08-10 08:49:22.723170,45.500521,-73.579746,0101000020E6100000287FF78E1A6552C009FB761211C04640
13829091,1556,81533595,Entire home/apt,,Montreal,,Ville-Marie,5,4.0,4,2.0,,106.0,,2017-08-10 08:49:22.719793,45.493315,-73.578809,0101000020E61000005A68E7340B6552C029D027F224BF4640
15284247,1556,8278647,Entire home/apt,,Montreal,,Ville-Marie,5,5.0,4,1.0,,122.0,,2017-08-10 08:49:22.717088,45.498635,-73.575409,0101000020E6100000BD344580D36452C00BD28C45D3BF4640
16195370,1556,99139066,Entire home/apt,,Montreal,,Ville-Marie,4,2.5,5,2.0,,114.0,,2017-08-10 08:49:22.711128,45.500127,-73.579494,0101000020E61000009B8E006E166552C05D6C5A2904C04640
18462602,1556,57185344,Entire home/apt,,Montreal,,Le Sud-Ouest,6,4.5,6,2.0,,122.0,,2017-08-10 08:49:22.708832,45.48383,-73.581641,0101000020E6100000D1402C9B396552C06E693524EEBD4640
699331,1556,1144396,Entire home/apt,,Montreal,,Westmount,32,4.5,7,2.0,,113.0,,2017-08-10 08:49:22.699638,45.485076,-73.58139,0101000020E61000002C0E677E356552C089096AF816BE4640
5536981,1556,4153452,Entire home/apt,,Montreal,,Le Sud-Ouest,15,4.5,4,2.0,,106.0,,2017-08-10 08:49:21.565847,45.480836,-73.586053,0101000020E6100000412E71E4816552C0A65EB7088CBD4640
18198483,1556,125609970,Entire home/apt,,Montreal,,Ville-Marie,27,4.5,6,2.0,,122.0,,2017-08-10 08:49:21.548687,45.500068,-73.576635,0101000020E6100000A7AE7C96E76452C058E36C3A02C04640
19952004,1556,40550977,Entire home/apt,,Montreal,,Ville-Marie,2,0.0,3,1.0,,117.0,,2017-08-10 08:49:21.536436,45.49181,-73.57994,0101000020E61000001A69A9BC1D6552C042EC4CA1F3BE4640
18841919,1556,131481186,Entire home/apt,,Montreal,,Ville-Marie,4,4.5,4,2.0,,122.0,,2017-08-10 08:49:21.529987,45.492378,-73.584684,0101000020E6100000A59F70766B6552C08CA2073E06BF4640
18869740,1556,52341485,Entire home/apt,,Montreal,,Ville-Marie,9,4.5,6,2.0,,122.0,,2017-08-10 08:49:19.718647,45.495918,-73.579879,0101000020E6100000C828CFBC1C6552C0B6BFB33D7ABF4640
19574150,1556,32063928,Entire home/apt,,Montreal,,Ville-Marie,0,0.0,4,1.0,,122.0,,2017-08-10 08:49:19.716142,45.49663,-73.578063,0101000020E6100000C501F4FBFE6452C0331B649291BF4640
6372021,1556,33204794,Entire home/apt,,Montreal,,Ville-Marie,36,4.5,4,1.0,,122.0,,2017-08-10 08:49:18.800877,45.495007,-73.582742,0101000020E61000005C001AA54B6552C04225AE635CBF4640
12207240,1556,43087418,Entire home/apt,,Montreal,,Ville-Marie,3,4.5,2,0.0,,122.0,,2017-08-10 08:49:18.798410,45.494423,-73.582135,0101000020E6100000D8B628B3416552C0F2B1BB4049BF4640
16404031,1556,12243051,Entire home/apt,,Montreal,,Ville-Marie,1,0.0,4,2.0,,105.0,,2017-08-10 08:49:18.792297,45.502142,-73.579819,0101000020E61000005DA626C11B6552C059F9653046C04640
13151875,1556,31529510,Entire home/apt,,Montreal,,Ville-Marie,12,4.5,3,1.0,,119.0,,2017-08-10 08:49:18.785886,45.495845,-73.583947,0101000020E61000003AE63C635F6552C04C7155D977BF4640
18911675,1556,78303656,Entire home/apt,,Montreal,,Ville-Marie,2,0.0,3,1.0,,117.0,,2017-08-10 08:49:18.771383,45.494861,-73.5815,0101000020E6100000F0A7C64B376552C06E88F19A57BF4640
12854613,1556,70242317,Entire home/apt,,Montreal,,Ville-Marie,7,5.0,4,0.0,,122.0,,2017-08-10 08:49:18.768482,45.495402,-73.587935,0101000020E61000001F4B1FBAA06552C0BE2F2E5569BF4640
20256353,1556,144362909,Entire home/apt,,Montreal,,Ville-Marie,0,0.0,4,1.0,,122.0,,2017-08-10 08:49:16.725745,45.495434,-73.579196,0101000020E6100000567E198C116552C0CAA99D616ABF4640
6656251,1556,34838295,Entire home/apt,,Montreal,,Ville-Marie,0,0.0,4,2.0,,114.0,,2017-08-10 08:49:16.718941,45.497828,-73.577445,0101000020E6100000478FDFDBF46452C03C84F1D3B8BF4640
14089246,1556,55981050,Entire home/apt,,Montreal,,Westmount,7,4.5,5,1.0,,113.0,,2017-08-10 08:49:16.713789,45.488562,-73.586191,0101000020E6100000698D4127846552C0C0081A3389BE4640
8035242,1556,778430,Entire home/apt,,Montreal,,Ville-Marie,2,0.0,2,0.0,,122.0,,2017-08-10 08:49:14.872543,45.494152,-73.575252,0101000020E61000005ABDC3EDD06452C062A06B5F40BF4640
19133393,1556,126566833,Entire home/apt,,Montreal,,Ville-Marie,2,0.0,6,2.0,,110.0,,2017-08-10 08:49:14.868323,45.496957,-73.585735,0101000020E6100000D847A7AE7C6552C0574277499CBF4640
18300319,1556,126566833,Entire home/apt,,Montreal,,Ville-Marie,6,4.0,6,2.0,,117.0,,2017-08-10 08:49:12.334027,45.497586,-73.584758,0101000020E6100000C284D1AC6C6552C04679E6E5B0BF4640
15083386,1556,95441667,Entire home/apt,,Montreal,,Ville-Marie,18,5.0,3,2.0,,122.0,,2017-08-10 08:49:06.562611,45.49653,-73.571354,0101000020E6100000151C5E10916452C0CFBD874B8EBF4640
19768679,1556,43530021,Entire home/apt,,Montreal,,Ville-Marie,9,5.0,4,2.0,,122.0,,2017-08-10 08:49:05.490158,45.492663,-73.577294,0101000020E6100000548B8862F26452C08179C8940FBF4640
14630880,1556,88596592,Entire home/apt,,Montreal,,Ville-Marie,26,5.0,4,1.0,,104.0,,2017-08-10 08:49:04.529906,45.495101,-73.569776,0101000020E6100000ED82C135776452C0C39B35785FBF4640
5030486,1556,11914939,Entire home/apt,,Montreal,,Rosemont-La Petite-Patrie,9,5.0,6,4.0,,130.0,,2017-08-10 09:14:14.452727,45.53603,-73.605704,0101000020E61000009CC3B5DAC36652C062D68BA19CC44640
1444152,1556,7747356,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,13,5.0,6,2.0,,127.0,,2017-08-10 09:14:12.130859,45.538995,-73.568918,0101000020E6100000C4060B27696452C090DAC4C9FDC44640
18566957,1556,12212027,Entire home/apt,,Montreal,,Ville-Marie,0,0.0,2,1.0,,129.0,,2017-08-10 09:14:11.007550,45.502255,-73.556116,0101000020E610000012329067976352C051A04FE449C04640
20173517,1556,143587566,Entire home/apt,,Montreal,,Le Sud-Ouest,0,0.0,8,3.0,,122.0,,2017-08-10 08:49:04.511188,45.484859,-73.573983,0101000020E6100000705D3123BC6452C0EC1516DC0FBE4640
15501182,1556,25459618,Entire home/apt,,Montreal,,Ville-Marie,2,0.0,4,1.0,,113.0,,2017-08-10 08:49:03.551269,45.495315,-73.568614,0101000020E61000000E83F92B646452C0EF1B5F7B66BF4640
9875700,1556,50816886,Entire home/apt,,Montreal,,Ville-Marie,35,4.5,4,1.0,,122.0,,2017-08-10 08:49:03.538035,45.497121,-73.57126,0101000020E6100000D4601A868F6452C0D19332A9A1BF4640
1278076,1556,6955788,Entire home/apt,,Montreal,,Ville-Marie,149,5.0,2,1.0,,110.0,,2017-08-10 08:49:03.522995,45.496232,-73.552775,0101000020E6100000F8C264AA606352C0459DB98784BF4640
8169400,1556,38459934,Entire home/apt,,Montreal,,Ville-Marie,4,5.0,4,2.0,,105.0,,2017-08-10 08:49:03.510573,45.503609,-73.563781,0101000020E6100000CC46E7FC146452C0527C7C4276C04640
14157766,1556,23225454,Entire home/apt,,Montreal,,Ville-Marie,47,4.5,5,2.0,,122.0,,2017-08-10 08:49:00.148056,45.494178,-73.565196,0101000020E61000001FF5D72B2C6452C08B33863941BF4640
14615688,1556,33587417,Entire home/apt,,Montreal,,Ville-Marie,4,5.0,2,0.0,,114.0,,2017-08-10 08:49:00.144766,45.496739,-73.578825,0101000020E6100000DC4603780B6552C0E9D2BF2495BF4640
4753087,1556,7115817,Entire home/apt,,Montreal,,Le Sud-Ouest,45,5.0,4,1.0,,124.0,,2017-08-10 08:49:00.137455,45.495279,-73.560431,0101000020E6100000882AFC19DE6352C0A2B2614D65BF4640
16892461,1556,101496253,Entire home/apt,,Montreal,,Ville-Marie,10,4.5,5,2.0,,122.0,,2017-08-10 08:49:00.130067,45.496086,-73.57472,0101000020E6100000DB166536C86452C07100FDBE7FBF4640
8940201,1556,778430,Entire home/apt,,Montreal,,Ville-Marie,12,5.0,4,2.0,,116.0,,2017-08-10 08:48:59.062621,45.494799,-73.575663,0101000020E61000001BA19FA9D76452C0F88BD99255BF4640
14887600,1556,68002838,Entire home/apt,,Montreal,,Ville-Marie,26,4.5,10,3.0,,113.0,,2017-08-10 08:48:55.760109,45.494061,-73.578331,0101000020E6100000D5D00660036552C0529D0E643DBF4640
6413698,1556,33452515,Entire home/apt,,Montreal,,Le Sud-Ouest,24,4.5,6,2.0,,117.0,,2017-08-10 08:48:55.736138,45.495771,-73.56144,0101000020E6100000A4AA09A2EE6352C011A7936C75BF4640
16558715,1556,28249488,Entire home/apt,,Montreal,,Ville-Marie,18,5.0,4,1.0,,119.0,,2017-08-10 08:48:54.755738,45.497487,-73.566582,0101000020E6100000252026E1426452C0B3976DA7ADBF4640
17651026,1556,111294431,Entire home/apt,,Montreal,,Ville-Marie,23,5.0,4,1.0,,105.0,,2017-08-10 08:48:45.617097,45.49672,-73.569743,0101000020E6100000FF0758AB766452C073A25D8594BF4640
18822630,1556,30506914,Entire home/apt,,Montreal,,Ville-Marie,1,0.0,6,2.0,,106.0,,2017-08-10 08:48:33.459490,45.510742,-73.578364,0101000020E6100000C24B70EA036552C0C9586DFE5FC14640
4129458,1556,8805767,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,8,5.0,3,1.0,,106.0,,2017-08-10 08:48:33.443556,45.513805,-73.572931,0101000020E610000055F7C8E6AA6452C0B9C2BB5CC4C14640
15834313,1556,22804569,Entire home/apt,,Montreal,,Ville-Marie,4,4.5,4,1.0,,122.0,,2017-08-10 08:48:06.325996,45.509389,-73.563009,0101000020E6100000A296E656086452C098F8A3A833C14640
13722652,1556,12243051,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,10,5.0,7,4.0,,105.0,,2017-08-10 08:48:02.452235,45.509035,-73.578342,0101000020E6100000CFF9298E036552C07AC2120F28C14640
19752780,1556,139022462,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,0,0.0,8,2.0,,122.0,,2017-08-10 08:47:59.269865,45.510486,-73.570792,0101000020E610000061342BDB876452C06E88F19A57C14640
9976581,1556,51264242,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,0,0.0,7,3.0,,122.0,,2017-08-10 08:47:59.259457,45.508114,-73.575325,0101000020E61000008FE4F21FD26452C0E3512AE109C14640
11618827,1556,17197131,Entire home/apt,,Montreal,,Ville-Marie,21,4.5,5,3.0,,106.0,,2017-08-10 08:47:57.096938,45.511404,-73.569828,0101000020E61000001616DC0F786452C09485AFAF75C14640
14691147,1556,12243051,Entire home/apt,,Montreal,,Ville-Marie,22,5.0,4,2.0,,105.0,,2017-08-10 08:47:27.193375,45.499072,-73.558909,0101000020E61000002A1C412AC56352C0B62C5F97E1BF4640
18568652,1556,120578991,Entire home/apt,,Montreal,,Outremont,14,4.5,12,4.0,,110.0,,2017-08-10 08:47:03.973509,45.521675,-73.608481,0101000020E610000031CF4A5AF16652C00612143FC6C24640
18789206,1556,75012565,Entire home/apt,,Montreal,,Outremont,6,5.0,6,2.0,,122.0,,2017-08-10 08:47:03.969124,45.521929,-73.611012,0101000020E6100000AB5D13D21A6752C0C0EAC891CEC24640
12803168,1556,20226232,Entire home/apt,,Montreal,,Villeray-Saint-Michel-Parc-Extension,1,0.0,5,3.0,,105.0,,2017-08-10 08:46:59.423366,45.53034,-73.635722,0101000020E610000041D653ABAF6852C05DE15D2EE2C34640
12042957,1556,64478335,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,3,5.0,4,3.0,,110.0,,2017-08-10 08:46:43.591489,45.51812,-73.590138,0101000020E61000001E882CD2C46552C0A7B393C151C24640
99859,1556,525486,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,27,5.0,4,2.0,,122.0,,2017-08-10 08:46:39.456563,45.519149,-73.578724,0101000020E6100000425A63D0096552C02460747973C24640
18627668,1556,51362455,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,5,5.0,12,5.0,,122.0,,2017-08-10 08:46:38.239864,45.518899,-73.58529,0101000020E6100000412B3064756552C0AB764D486BC24640
6336961,1556,14454308,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,18,5.0,9,3.0,,106.0,,2017-08-10 08:46:36.470759,45.517434,-73.58479,0101000020E6100000C84109336D6552C053EBFD463BC24640
20301308,1556,80908875,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,0,0.0,4,2.0,,122.0,,2017-08-10 08:46:22.618815,45.526333,-73.583157,0101000020E6100000BEDBBC71526552C01DE736E15EC34640
7952394,1556,12243051,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,14,4.5,4,2.0,,122.0,,2017-08-10 08:46:11.727837,45.515778,-73.571826,0101000020E6100000294014CC986452C086FF740305C24640
17963171,1556,59184509,Entire home/apt,,Montreal,,Ville-Marie,13,5.0,6,3.0,,122.0,,2017-08-10 08:46:09.987249,45.518681,-73.564878,0101000020E6100000B60E0EF6266452C03E07962364C24640
6609254,1556,34582980,Entire home/apt,,Montreal,,Rosemont-La Petite-Patrie,1,0.0,9,5.0,,122.0,,2017-08-10 08:45:53.310995,45.548534,-73.580189,0101000020E6100000EF1F0BD1216552C03D5FB35C36C64640
8367887,1556,1920944,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,3,4.5,4,2.0,,110.0,,2017-08-10 08:45:46.082741,45.521198,-73.586719,0101000020E6100000473CD9CD8C6552C0CC5EB69DB6C24640
17513151,1556,38288772,Entire home/apt,,Montreal,,Ville-Marie,5,5.0,6,3.0,,115.0,,2017-08-10 08:45:42.568081,45.524748,-73.554272,0101000020E6100000AA454431796352C01A5245F12AC34640
5175851,1556,26771844,Entire home/apt,,Montreal,,Le Plateau-Mont-Royal,5,5.0,6,2.0,,122.0,,2017-08-10 08:45:39.700638,45.525493,-73.590065,0101000020E6100000E960FD9FC36552C072A3C85A43C34640
